"anio","semestre","puntaje_final","horas_estudio","asistencia","promedio_previo","horas_sueno","edad","estres","uso_redes","ingresos_familiares","genero","carrera","acceso_internet","trabaja","modalidad"
2022,"Sem2",153.775375635726,20.1147895274474,88.3906671827862,9.54855194903556,5.76527367456403,20,4.17695165546146,3.63251468707212,746.516230751826,"FEMALE","Data","yes","Si","Virtual"
2022,"Sem2",176.30316624703,18.5836909704323,70.357985642236,8.78964148983315,5.73252614679628,17,2.5120788850396,1.12069827446356,717.876074331939,"male","Business","Yes","Si","Presencial"
2022,"Sem2",161.446548998321,17.7243459995462,94.1359995316529,9.61017683625025,6.01442026538079,20,3.93564704291811,2.75766277891702,1867.4822880435,"male","CS","NO","NO","virtual"
2022,"Sem2",192.827326481672,25.1144002101502,88.1387684818816,11.8218303011102,4.26088618946055,18,3.73572273960339,2.0415828823856,1814.46317318062,"Female","Data","Yes","NO","Virtual"
2022,"Sem2",131.508112472266,16.626429267888,66.7826958802035,8.9295847611567,6.199097566909,20,5.96095239392815,3.37112538291244,1161.22665811784,"Male",NA,"yes","No","Virtual"
2022,"Sem2",146.844018932806,16.2530331235491,97.8902894575633,8.41770578563214,5.62674563324648,13,4.4278087620862,4.08035990819215,1253.10947569619,"male","Data","NO","NO","Presencial"
2022,"Sem2",143.842525033177,17.3062490085118,NA,NA,5.85826837242303,26,5.71609515142718,1.9993635339326,989.503736505675,"FEMALE","Busines","Yes","sí","Presencial"
2022,"Sem2",160.555972853237,20.3592646740597,NA,10.1539588985019,4.92587944023584,22,4.00329191535981,2.30138491690989,694.289136822641,"FEMALE","Busines","NO","Si","Presencial"
2022,"Sem2",157.722775788883,20.4480342047703,85.3201208039932,9.90217145283052,5.73812807960638,26,-2,1.23680257952022,1514.10062121218,"Female","Ingenieria","yes","NO","Virtual"
2022,"Sem2",164.248113423392,13.6085063615188,68.7908545286542,7.74662785968037,6.68223595393508,23,NA,0.229588578822742,604.528305316842,"male","CS","No","No","Presencial"
2022,"Sem2",165.431951616932,23.2200486132363,58.7909105276804,11.1384514162237,5.28446318815189,19,3.5816835434302,1.20812193890248,1030.21723178843,"FEMALE","Ingenieria","NO","sí","Presencial"
2022,"Sem2",129.793025127713,11.6146846279314,66.8147386154293,7.06547903778035,6.6713481407588,19,NA,2.24138072955313,653.266759451303,"Female","Data","No","Si","Presencial"
2022,"Sem2",139.04519027113,15.3991508032645,109.304706475216,8.50416640968386,6.84884202720611,22,4.36708648902973,2.38341170762786,1523.50309768578,"FEMALE","Ingenieria","yes","Si","Virtual"
2022,"Sem2",117.039265315059,8.27735057787264,85.0742050320771,5.84984342811577,7.33317572955667,23,5.73312534052495,4.19687496664331,456.725730462639,"FEMALE","Busines","NO","Si","Presencial"
2022,"Sem2",163.487005844392,37.5323038323248,66.5592918357061,6.69008316233454,7.02350744624749,24,4.50474990944674,9.8172962021444,782.373320295935,"FEMALE","Ingenieria","Yes","sí","Presencial"
2022,"Sem2",124.374374331369,NA,75.432205542246,7.44512961663606,6.23662664960287,15,3.7047237985792,1.57860844453981,1255.25222019968,"Female","Business","No","Si","virtual"
2022,"Sem2",137.694574257523,11.7264821874682,84.2107424050266,7.44353409508365,6.45428833942012,24,3.17943786404333,2.44826822863121,1521.97794086349,"Male","Data","Yes","NO","Presencial"
2022,"Sem2",113.326100333351,12.7362573879798,76.835914519069,7.14130376605319,6.91590383178085,18,5.11875084621887,2.80538093498823,423.647365658335,"male","Ingenieria","Yes","Si","Presencial"
2022,"Sem2",164.962111842831,19.4746038338311,83.5946840861312,9.66171640565048,5.75774726960048,16,4.77375457318025,3.41161366564977,1859.9063751764,"Female","Ingenieria","Yes","sí","Presencial"
2022,"Sem2",121.800418549413,9.19972751722017,77.4078869767376,6.08644538494617,7.12736754849244,24,4.35497032911828,4.31010011166517,1742.40148718957,"male","Ingenieria","NO","Si","Virtual"
2022,"Sem2",116.153307310389,12.1917154448253,88.6359161688393,NA,7.79504650241523,22,4.17396513815483,4.46740117309399,1529.20684566743,"male",NA,"Yes","sí","Virtual"
2022,"Sem2",163.607511762083,18.460179848352,NA,9.08451034009056,6.36531491809275,21,4.39039596078365,4.03593316099261,1326.22668317627,"Male","Busines","NO","sí","Presencial"
2022,"Sem2",102.553585447781,6.43861503326442,89.3800539544874,5.19638891747495,7.63425580764111,22,3.61154358234128,-0.33929480170581,1062.06976714738,"FEMALE","CS","yes","NO","virtual"
2022,"Sem2",160.381026319285,18.7950898014779,78.1422362452442,9.7681042280487,7.09280441694098,15,2.96738599855265,0.98509233152994,1215.77965658128,"male","Business","yes","sí","Presencial"
2022,"Sem2",137.313895726175,12.584877131557,64.1480517182334,7.58902669495163,5.95352290784203,20,5.01080447315518,2.90337040306424,986.926657380281,"Male","Ingenieria","NO","NO","Presencial"
2022,"Sem2",171.076274158167,19.2926919059473,NA,10.2247817785787,6.1666961429246,21,2.49439151762054,1.83385377785713,1137.43224488431,"Male","Busines","Yes","Si","Presencial"
2022,"Sem2",101.224408543259,9.08814896614643,75.2283857230251,6.07015417482011,6.57647466601024,25,4.41687478035137,1.3443810659497,1701.8565564638,"Female","CS","No","Si","virtual"
2022,"Sem2",139.255157840879,NA,75.1867439505982,7.12563877598043,6.73214112546118,18,3.69011417204771,1.92948932312287,1001.16236638686,"Male","CS","No","NO","Virtual"
2022,"Sem2",148.6670585143,14.7611845098841,104.635287762504,8.16103001492672,5.34540697766751,21,5.93131766953722,3.91327112847792,924.859083567882,"FEMALE","Business","yes","NO","Virtual"
2022,"Sem2",116.97668035638,13.6281768856778,89.6714711842264,7.63387014515178,5.70348546390994,18,NA,3.72460817616797,1473.18719065266,"male","Data","Yes","NO","Virtual"
