"anio","semestre","puntaje_final","horas_estudio","asistencia","promedio_previo","horas_sueno","edad","estres","uso_redes","ingresos_familiares","genero","carrera","acceso_internet","trabaja","modalidad"
2024,"Sem2",117.643439240436,16.3794423297384,NA,8.05957244600511,6.0809553013854,24,4.66972558982868,3.54471003289507,1030.45708625753,"male","Business","yes","No","Virtual"
2024,"Sem2",134.453683420536,12.0752045302067,86.7151973170142,7.33127308101086,5.96553163098073,20,4.02324159065444,4.35544937533489,942.06278772845,"Female","Data","Yes","NO","Presencial"
2024,"Sem2",119.535229697232,12.1797337966811,65.690908005172,7.69899132430328,7.10844024541724,17,3.01464632933299,3.03241939825169,866.749749564159,"FEMALE","Business","Yes","No","Virtual"
2024,"Sem2",104.798628557021,9.3968550778165,82.314285398387,6.45809102025856,6.45677242348319,22,4.46992412036418,2.71788559309295,2043.96258920753,"male",NA,"NO","No","virtual"
2024,"Sem2",137.537319000532,15.8185431691191,79.4340288987775,8.35604996360073,5.36027377204726,19,4.49022180773522,3.52115024983038,995.112194505021,"male","CS","yes","NO","Virtual"
2024,"Sem2",160.204222427762,21.7706237032856,71.2762259492114,10.8210354605625,5.37775589468494,18,4.80434379150964,1.97827968786655,1305.01342848297,"FEMALE","Business","Yes","sí","Virtual"
2024,"Sem2",113.302054050208,9.71054014457827,70.3314816857927,NA,7.50567858531978,23,4.19624584902629,2.86300560646371,1026.9556397183,"FEMALE","Ingenieria","Yes","No","Presencial"
2024,"Sem2",132.570236327107,11.1334138204154,93.6243688918149,7.01323538578431,6.46144081972857,18,7.7300466682428,6.08634308592417,1093.84798903758,"FEMALE","Business","Yes","Si","Presencial"
2024,"Sem2",133.155898022996,13.1025663157894,-20,7.59228312303139,5.574787248075,17,6.08868011638899,4.89892731919433,870.192014418284,"FEMALE","Busines","NO","sí","Virtual"
2024,"Sem2",92.7216683365241,5.86743475333344,76.2911089055516,5.65062238947448,7.72071445916164,23,4.68505605639693,4.50570034450498,1254.72804589122,"male","Data","No","sí","Virtual"
2024,"Sem2",147.359616297061,22.4746227943079,63.7281144250099,10.8771510897978,5.33429803229448,25,4.81109933950229,1.88225018542001,1244.35348296121,"male","Ingenieria","NO","Si","virtual"
2024,"Sem2",135.461879904609,13.7197119365544,86.1918652141482,7.59695907074374,5.6770736902239,17,4.8221673595103,3.88043124327786,1232.07598391465,"Male","Busines","No","No","Virtual"
2024,"Sem2",115.643236369735,9.13797921211669,75.0570278140487,6.25976255865829,6.40336536685498,16,3.507680974994,3.18183768480235,951.985320659519,"Male","Business","Yes","NO","Presencial"
2024,"Sem2",140.110854679164,15.2626918295077,78.7580900662731,8.19020178901907,5.87508801194248,23,NA,4.1394496126798,940.19376981678,"male","Business","No","sí","Presencial"
2024,"Sem2",162.716014520452,NA,81.2510889253575,8.66078790632107,6.78627549995763,21,6.21669538610676,27.9450581045157,594.542123538406,"Male","Ingenieria","Yes","NO","Virtual"
