"anio","semestre","puntaje_final","horas_estudio","asistencia","promedio_previo","horas_sueno","edad","estres","uso_redes","ingresos_familiares","genero","carrera","acceso_internet","trabaja","modalidad"
2023,"Sem2",131.157748220372,9.61308876046719,81.4888565118398,6.79001624425179,6.51656904132048,18,1.7456399451951,1.23133096084649,1122.93112491118,"Female","Ingenieria","Yes","NO","Presencial"
2023,"Sem2",152.231384767184,14.8413004274962,78.6413294336441,8.65879894749866,6.30263663064304,19,2.41385992894523,2.34009987766291,1869.00426874412,"Male",NA,"NO","NO","virtual"
2023,"Sem2",110.193755741719,6.72007862672919,84.7315095373407,NA,7.34609033907777,22,3.62337476042718,2.23541704935599,774.859745039779,"Male","Business","No","Si","Virtual"
2023,"Sem2",126.539714574469,15.0020198334485,67.2743112378223,8.8250462203017,7.61642522307183,23,5.38941033750422,1.24209052063982,1404.09987191218,"male","Busines","yes","Si","Virtual"
2023,"Sem2",138.14457991149,19.4806465597845,60.0459327358865,10.1469536050996,6.02622465225161,23,5.41023166013545,5.56136896320688,1540.12210753129,"FEMALE","CS","yes","Si","Virtual"
2023,"Sem2",161.050484539178,19.296147562871,76.6692457563427,9.2956765068529,5.70397588007006,19,3.05199258655204,4.85602254639729,1527.01132216915,"Male","Business","No","Si","virtual"
2023,"Sem2",154.520605903437,NA,78.8756391064845,9.48815742877037,5.63413359607004,26,NA,1.56536935380906,1236.55188703523,"Female","Business","No","Si","Presencial"
2023,"Sem2",118.473875764889,9.79767504523793,84.6789648220793,6.44345427899023,6.61672348521551,23,NA,3.57618855000886,534.24145384186,"Female","Busines","No","No","Presencial"
2023,"Sem2",161.268332745688,18.2086566414717,NA,9.33335943974656,4.79362796395482,20,5.82094431041851,5.86080262591284,809.107841028905,"Male","Busines","Yes","Si","Presencial"
2023,"Sem2",176.923788734583,28.1090318539543,74.3640664064593,12.8661718183644,4.79822052250867,22,3.12994065498243,3.2715157811299,1584.25740540637,"Male","Data","yes","Si","virtual"
2023,"Sem2",111.194695919516,7.71249750791395,75.2169592959917,5.56774829169338,7.4798745752246,22,5.68143000400636,3.85930045651894,878.300308756181,"Male","Ingenieria","Yes","sí","Presencial"
2023,"Sem2",173.33387794599,25.0676639366202,99.856577784989,11.4556250207952,5.52977438043184,23,5.09167443452312,4.40914966071568,1643.98573711516,"Female",NA,"Yes","NO","Virtual"
2023,"Sem2",117.794794667002,11.2823470401714,89.4641977996383,6.07443984895354,6.33492233252345,24,9.45650459361714,5.33422346666061,666.593616971359,"FEMALE","Data","yes","Si","Presencial"
