"anio","semestre","puntaje_final","horas_estudio","asistencia","promedio_previo","horas_sueno","edad","estres","uso_redes","ingresos_familiares","genero","carrera","acceso_internet","trabaja","modalidad"
2025,"Sem2",151.082638880788,15.3565173582173,76.9582779092061,7.87010661162735,6.90177864165419,26,3.02934624786634,3.98795064484261,1340.36073558458,"Male","Busines","Yes","sí","Presencial"
2025,"Sem2",141.759087886013,16.2476041168489,NA,9.00234005605017,6.33850437722448,27,3.53184410789768,1.89564790874077,1124.67451426506,"FEMALE","Data","yes","NO","Virtual"
2025,"Sem2",127.181025735614,13.0019380378512,74.1976972255718,7.20601437922111,5.51393953207996,29,4.62035434795552,3.10552789044605,746.724989070894,"Female","Busines","No","No","virtual"
2025,"Sem2",125.553017434226,9.66004375424497,74.9540529679751,6.1354666135072,6.67466554117843,19,5.35769609299609,2.6674736928376,1209.31755490919,"FEMALE","Busines","yes","Si","Virtual"
2025,"Sem2",125.337175794103,9.01838107565104,75.8829207142488,6.47398971993791,6.155504793801,17,NA,4.12025811016635,1349.5372245381,"Female","Ingenieria","No","NO","Presencial"
2025,"Sem2",136.587143387031,NA,100.743094456759,8.68492560534207,6.618731869674,24,3.21775382866516,2.64384838930305,2025.52422463433,"Male","Business","Yes","NO","Virtual"
2025,"Sem2",97.1878186070314,3.67991329347769,74.3012942636352,4.26356469285022,8.00737835454959,20,NA,2.14409681922197,2124.13381523151,"FEMALE","Busines","NO","sí","Presencial"
2025,"Sem2",115.841919249937,6.6639210865355,-20,5.20032405981825,7.78991288325883,22,4.1691286639138,4.17875174537836,281.319492387407,"Male","Busines","No","sí","Presencial"
2025,"Sem2",176.109819302016,23.3133168480725,53.489386500591,10.8057110465483,6.67292454157806,10,5.594584239562,1.74960709409274,1846.29266006193,"Female","CS","yes","Si","Presencial"
2025,"Sem2",159.248569945897,NA,77.6064681829983,9.58518873741856,6.46954034519564,23,5.02819892178311,3.45496733528179,1083.41661034917,"FEMALE","CS","yes","No","Presencial"
2025,"Sem2",119.556942324722,NA,88.8996240092028,5.31987269145622,8.46725777386706,22,3.71627200817884,1.76784100637599,1331.33095855367,"FEMALE","Busines","Yes","sí","Presencial"
2025,"Sem2",152.306363757813,NA,103.436095290125,9.16051866126004,5.68454216929657,26,5.46651915177226,5.40599527101539,603.124873905401,"FEMALE","Busines","yes","No","Presencial"
2025,"Sem2",127.118100280555,13.0290334654594,72.0011518626978,7.53707589459508,6.65597698564334,18,4.46316864392467,3.01736180136281,1613.20962153442,"FEMALE","Data","yes","sí","Virtual"
2025,"Sem2",145.731152105119,13.355269983591,82.8984615917152,7.96853558828926,5.53904015392655,19,4.90252788554546,3.07736763651644,1454.06872015272,"male",NA,"No","No","Presencial"
